_id,uuid,time,latitude,longitude,altitude,client ip
ObjectId("5d22ea8c4c62602e3b146e8e"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569356032,14.6475802,121.0678754,,175.176.17.146
ObjectId("5d22ea8d4c62602e3b146e90"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569357031,14.6473232,121.0678396,124.19999694824219,175.176.17.146
ObjectId("5d22ea8e4c62602e3b146e92"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569358025,14.6471965,121.0678219,,175.176.17.146
ObjectId("5d22ea8f4c62602e3b146e94"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569359040,14.6475425,121.067859,124.79999542236328,175.176.17.146
ObjectId("5d22ea904c62602e3b146e96"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569360043,14.647653,121.0678893,124.79999542236328,175.176.17.146
ObjectId("5d22ea914c62602e3b146e98"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569361048,14.647694,121.0679005,124.79999542236328,175.176.17.146
ObjectId("5d22ea924c62602e3b146e9a"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569362055,14.6478138,121.0679069,121.29999542236328,175.176.17.146
ObjectId("5d22ea934c62602e3b146e9c"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569363065,14.6478763,121.0679102,121.29999542236328,175.176.17.146
ObjectId("5d22ea944c62602e3b146e9e"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569364072,14.647929,121.0679105,,175.176.17.146
ObjectId("5d22ea954c62602e3b146ea0"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569365075,14.6479596,121.0679106,,175.176.17.146
ObjectId("5d22ea964c62602e3b146ea2"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569366078,14.6479793,121.0679107,,175.176.17.146
ObjectId("5d22ea974c62602e3b146ea4"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569367079,14.6479926,121.0679108,,175.176.17.146
ObjectId("5d22ea984c62602e3b146ea6"),db2abd33-3e17-40e8-8462-cf8d42829353,1562569368083,14.6480019,121.0679108,,175.176.17.146
